,id,name,title,unit_id,exposee_id,project_id,street,house_number,district,region,zip_code,city,country,address,short_address,lat,lng,number_of_rooms,price,base_rent,living_space,number_of_bed_rooms,number_of_bath_rooms,property_space_value,images,status,free_from,rented
12,204233,Isarstraße 12 - Berlin,,,,,Isarstraße,12,Neukölln,,12053,Berlin,DEU,"Isarstraße 12, 12053 Berlin, Deutschland","Isarstraße 12, 12053 Berlin",52.4811748,13.4323532,1.0,,0.0,28.0,,,28.0,[],"{'id': 5978, 'name': 'Akquise', 'color': '#ed2b31'}",,False
13,217441,Eldenaer Straße 18 - Berlin,,,,,Eldenaer Straße,18,Friedrichshain,Berlin,10247,Berlin,DEU,"Eldenaer Straße 18, 10247 Berlin, Deutschland","Eldenaer Straße 18, 10247 Berlin",52.5198356,13.4628045,2.0,,525.45,55.08,,,55.08,[],"{'id': 5978, 'name': 'Akquise', 'color': '#ed2b31'}",,False
14,214311,An der Schneise 36 - Berlin,,,,,An der Schneise,36,Heiligensee,Berlin,13503,Berlin,DEU,"An der Schneise 36, 13503 Berlin, Deutschland","An der Schneise 36, 13503 Berlin",52.60391139999999,13.2476113,5.0,,0.0,130.0,,,130.0,[],"{'id': 5978, 'name': 'Akquise', 'color': '#ed2b31'}",,False
15,215645,Metzer Straße 17 - Berlin,,,,,Metzer Straße,17,Prenzlauer Berg,Berlin,10405,Berlin,DEU,"Metzer Straße 17, 10405 Berlin, Deutschland","Metzer Straße 17, 10405 Berlin",52.5317334,13.415886,3.0,,0.0,81.0,,1.0,81.0,[],"{'id': 5978, 'name': 'Akquise', 'color': '#ed2b31'}",,False
16,206005,Borussiastraße 47C - Berlin,Sofort bezugsfrei! Lichtdurchflutete Maisonettewohnung in zentraler Lage,,,,Borussiastraße,47C,Tempelhof,Berlin,12099,Berlin,DEU,"Borussiastraße 47C, 12099 Berlin, Deutschland","Borussiastraße 47C, 12099 Berlin",52.4671189,13.3851422,4.0,739000.0,0.0,106.0,3.0,2.0,106.0,"[{'original': 'https://images.propstack.de/photos/f6QuXaneHuw83c2ZcKcFkKDG/photo/hFKX3JXYdfDgiVAU7FJjYqnz/AA8E5267-BC19-42F3-85E5-FCD2760DF062.JPEG', 'big': 'https://images.propstack.de/photos/f6QuXaneHuw83c2ZcKcFkKDG/photo/hFKX3JXYdfDgiVAU7FJjYqnz/big_AA8E5267-BC19-42F3-85E5-FCD2760DF062.JPEG', 'medium': 'https://images.propstack.de/photos/f6QuXaneHuw83c2ZcKcFkKDG/photo/hFKX3JXYdfDgiVAU7FJjYqnz/medium_AA8E5267-BC19-42F3-85E5-FCD2760DF062.JPEG', 'thumb': 'https://images.propstack.de/photos/f6QuXaneHuw83c2ZcKcFkKDG/photo/hFKX3JXYdfDgiVAU7FJjYqnz/thumb_AA8E5267-BC19-42F3-85E5-FCD2760DF062.JPEG', 'tags': None, 'is_floorplan': False, 'is_private': False}, {'original': 'https://images.propstack.de/photos/f6QuXaneHuw83c2ZcKcFkKDG/photo/B3eQAjZxFMSXZg4EFmc1xGY1/332ECAC3-40A3-47C8-B11B-DE7CC2F6EF91.JPEG', 'big': 'https://images.propstack.de/photos/f6QuXaneHuw83c2ZcKcFkKDG/photo/B3eQAjZxFMSXZg4EFmc1xGY1/big_332ECAC3-40A3-47C8-B11B-DE7CC2F6EF91.JPEG', 'medium': 'https://images.propstack.de/photos/f6QuXaneHuw83c2ZcKcFkKDG/photo/B3eQAjZxFMSXZg4EFmc1xGY1/medium_332ECAC3-40A3-47C8-B11B-DE7CC2F6EF91.JPEG', 'thumb': 'https://images.propstack.de/photos/f6QuXaneHuw83c2ZcKcFkKDG/photo/B3eQAjZxFMSXZg4EFmc1xGY1/thumb_332ECAC3-40A3-47C8-B11B-DE7CC2F6EF91.JPEG', 'tags': None, 'is_floorplan': False, 'is_private': False}, {'original': 'https://images.propstack.de/photos/f6QuXaneHuw83c2ZcKcFkKDG/photo/PiAT22xSfV2rk95TNj6EFrD4/14A472A7-1AF6-4CBF-BBA5-07DDD46D156B.JPEG', 'big': 'https://images.propstack.de/photos/f6QuXaneHuw83c2ZcKcFkKDG/photo/PiAT22xSfV2rk95TNj6EFrD4/big_14A472A7-1AF6-4CBF-BBA5-07DDD46D156B.JPEG', 'medium': 'https://images.propstack.de/photos/f6QuXaneHuw83c2ZcKcFkKDG/photo/PiAT22xSfV2rk95TNj6EFrD4/medium_14A472A7-1AF6-4CBF-BBA5-07DDD46D156B.JPEG', 'thumb': 'https://images.propstack.de/photos/f6QuXaneHuw83c2ZcKcFkKDG/photo/PiAT22xSfV2rk95TNj6EFrD4/thumb_14A472A7-1AF6-4CBF-BBA5-07DDD46D156B.JPEG', 'tags': None, 'is_floorplan': False, 'is_private': False}, {'original': 'https://images.propstack.de/photos/f6QuXaneHuw83c2ZcKcFkKDG/photo/7SSBVaDEnG63TQVh2piagLDu/2D95DC60-0979-4FE3-8C8E-5FD9EAE43B0D.JPEG', 'big': 'https://images.propstack.de/photos/f6QuXaneHuw83c2ZcKcFkKDG/photo/7SSBVaDEnG63TQVh2piagLDu/big_2D95DC60-0979-4FE3-8C8E-5FD9EAE43B0D.JPEG', 'medium': 'https://images.propstack.de/photos/f6QuXaneHuw83c2ZcKcFkKDG/photo/7SSBVaDEnG63TQVh2piagLDu/medium_2D95DC60-0979-4FE3-8C8E-5FD9EAE43B0D.JPEG', 'thumb': 'https://images.propstack.de/photos/f6QuXaneHuw83c2ZcKcFkKDG/photo/7SSBVaDEnG63TQVh2piagLDu/thumb_2D95DC60-0979-4FE3-8C8E-5FD9EAE43B0D.JPEG', 'tags': None, 'is_floorplan': False, 'is_private': False}, {'original': 'https://images.propstack.de/photos/f6QuXaneHuw83c2ZcKcFkKDG/photo/cujR6dVediZtRzLh2Yi1wyfA/7D61A0AC-8A92-470D-B44B-B86C4A92BB50.JPEG', 'big': 'https://images.propstack.de/photos/f6QuXaneHuw83c2ZcKcFkKDG/photo/cujR6dVediZtRzLh2Yi1wyfA/big_7D61A0AC-8A92-470D-B44B-B86C4A92BB50.JPEG', 'medium': 'https://images.propstack.de/photos/f6QuXaneHuw83c2ZcKcFkKDG/photo/cujR6dVediZtRzLh2Yi1wyfA/medium_7D61A0AC-8A92-470D-B44B-B86C4A92BB50.JPEG', 'thumb': 'https://images.propstack.de/photos/f6QuXaneHuw83c2ZcKcFkKDG/photo/cujR6dVediZtRzLh2Yi1wyfA/thumb_7D61A0AC-8A92-470D-B44B-B86C4A92BB50.JPEG', 'tags': None, 'is_floorplan': False, 'is_private': False}, {'original': 'https://images.propstack.de/photos/f6QuXaneHuw83c2ZcKcFkKDG/photo/o23smcJFPV5E1qGctxgFSt7P/B7A033E9-B37A-4533-A253-261EFC637A6D.JPEG', 'big': 'https://images.propstack.de/photos/f6QuXaneHuw83c2ZcKcFkKDG/photo/o23smcJFPV5E1qGctxgFSt7P/big_B7A033E9-B37A-4533-A253-261EFC637A6D.JPEG', 'medium': 'https://images.propstack.de/photos/f6QuXaneHuw83c2ZcKcFkKDG/photo/o23smcJFPV5E1qGctxgFSt7P/medium_B7A033E9-B37A-4533-A253-261EFC637A6D.JPEG', 'thumb': 'https://images.propstack.de/photos/f6QuXaneHuw83c2ZcKcFkKDG/photo/o23smcJFPV5E1qGctxgFSt7P/thumb_B7A033E9-B37A-4533-A253-261EFC637A6D.JPEG', 'tags': None, 'is_floorplan': False, 'is_private': False}, {'original': 'https://images.propstack.de/photos/f6QuXaneHuw83c2ZcKcFkKDG/photo/dvBjcs4DqGa39UBMfHMAHbth/AAC0E08E-4EFF-452C-9A69-7E947E88969E.JPEG', 'big': 'https://images.propstack.de/photos/f6QuXaneHuw83c2ZcKcFkKDG/photo/dvBjcs4DqGa39UBMfHMAHbth/big_AAC0E08E-4EFF-452C-9A69-7E947E88969E.JPEG', 'medium': 'https://images.propstack.de/photos/f6QuXaneHuw83c2ZcKcFkKDG/photo/dvBjcs4DqGa39UBMfHMAHbth/medium_AAC0E08E-4EFF-452C-9A69-7E947E88969E.JPEG', 'thumb': 'https://images.propstack.de/photos/f6QuXaneHuw83c2ZcKcFkKDG/photo/dvBjcs4DqGa39UBMfHMAHbth/thumb_AAC0E08E-4EFF-452C-9A69-7E947E88969E.JPEG', 'tags': None, 'is_floorplan': False, 'is_private': False}, {'original': 'https://images.propstack.de/photos/f6QuXaneHuw83c2ZcKcFkKDG/photo/my336HrLDYPuTxzr9tn16zKC/Bildschirmfoto+2022-04-19+um+13.09.22.png', 'big': 'https://images.propstack.de/photos/f6QuXaneHuw83c2ZcKcFkKDG/photo/my336HrLDYPuTxzr9tn16zKC/big_Bildschirmfoto+2022-04-19+um+13.09.22.png', 'medium': 'https://images.propstack.de/photos/f6QuXaneHuw83c2ZcKcFkKDG/photo/my336HrLDYPuTxzr9tn16zKC/medium_Bildschirmfoto+2022-04-19+um+13.09.22.png', 'thumb': 'https://images.propstack.de/photos/f6QuXaneHuw83c2ZcKcFkKDG/photo/my336HrLDYPuTxzr9tn16zKC/thumb_Bildschirmfoto+2022-04-19+um+13.09.22.png', 'tags': None, 'is_floorplan': False, 'is_private': False}, {'original': 'https://images.propstack.de/photos/f6QuXaneHuw83c2ZcKcFkKDG/photo/XejuQSdJHQF9D7z833aBtT9T/virtueller+Rundgang.png', 'big': 'https://images.propstack.de/photos/f6QuXaneHuw83c2ZcKcFkKDG/photo/XejuQSdJHQF9D7z833aBtT9T/big_virtueller+Rundgang.png', 'medium': 'https://images.propstack.de/photos/f6QuXaneHuw83c2ZcKcFkKDG/photo/XejuQSdJHQF9D7z833aBtT9T/medium_virtueller+Rundgang.png', 'thumb': 'https://images.propstack.de/photos/f6QuXaneHuw83c2ZcKcFkKDG/photo/XejuQSdJHQF9D7z833aBtT9T/thumb_virtueller+Rundgang.png', 'tags': None, 'is_floorplan': False, 'is_private': False}]","{'id': 5982, 'name': 'Verkauft', 'color': '#10cfbd'}",nach Absprache,False
17,206002,Bohnsdorfer Straße 13 - Berlin,,,,,Bohnsdorfer Straße,13,Grünau,,12527,Berlin,DEU,"Bohnsdorfer Straße 13, 12527 Berlin, Deutschland","Bohnsdorfer Straße 13, 12527 Berlin",52.4211351,13.5716082,2.0,,0.0,90.0,,,90.0,[],"{'id': 5978, 'name': 'Akquise', 'color': '#ed2b31'}",,False
18,89268,Schnackenburgstr. 7 – 110028701,Typisch Berliner 3-Zimmer-Altbau-Wohnung in Friedenau,,110028701,,Schnackenburgstr.,7,Friedenau,Berlin,12159,Berlin,DEU,"Schnackenburgstr. 7, 12159 Berlin, Deutschland","Schnackenburgstr. 7, 12159 Berlin",52.474620018795626,13.333235089130236,3.0,349000.0,0.0,71.74,2.0,1.0,71.74,"[{'original': 'https://images.propstack.de/photos/f6QuXaneHuw83c2ZcKcFkKDG/photo/w9GL9GV9GRNLiLGb2qchJh1q/platzhalter_mitLogo.jpg', 'big': 'https://images.propstack.de/photos/f6QuXaneHuw83c2ZcKcFkKDG/photo/w9GL9GV9GRNLiLGb2qchJh1q/big_platzhalter_mitLogo.jpg', 'medium': 'https://images.propstack.de/photos/f6QuXaneHuw83c2ZcKcFkKDG/photo/w9GL9GV9GRNLiLGb2qchJh1q/medium_platzhalter_mitLogo.jpg', 'thumb': 'https://images.propstack.de/photos/f6QuXaneHuw83c2ZcKcFkKDG/photo/w9GL9GV9GRNLiLGb2qchJh1q/thumb_platzhalter_mitLogo.jpg', 'tags': None, 'is_floorplan': False, 'is_private': False}, {'original': 'https://images.propstack.de/photos/f6QuXaneHuw83c2ZcKcFkKDG/photo/nNsT93VUhrqrm4L7EUxuEg8t/71597036-d52e-46ba-acd0-42ca746d55f1-1274892294.png', 'big': 'https://images.propstack.de/photos/f6QuXaneHuw83c2ZcKcFkKDG/photo/nNsT93VUhrqrm4L7EUxuEg8t/big_71597036-d52e-46ba-acd0-42ca746d55f1-1274892294.png', 'medium': 'https://images.propstack.de/photos/f6QuXaneHuw83c2ZcKcFkKDG/photo/nNsT93VUhrqrm4L7EUxuEg8t/medium_71597036-d52e-46ba-acd0-42ca746d55f1-1274892294.png', 'thumb': 'https://images.propstack.de/photos/f6QuXaneHuw83c2ZcKcFkKDG/photo/nNsT93VUhrqrm4L7EUxuEg8t/thumb_71597036-d52e-46ba-acd0-42ca746d55f1-1274892294.png', 'tags': None, 'is_floorplan': False, 'is_private': False}, {'original': 'https://images.propstack.de/photos/f6QuXaneHuw83c2ZcKcFkKDG/photo/Q55t15bXCe7DyBzrow5YQ1rw/620f3f3a-9bfd-4077-bda4-d9dc68a49135-1274892295.png', 'big': 'https://images.propstack.de/photos/f6QuXaneHuw83c2ZcKcFkKDG/photo/Q55t15bXCe7DyBzrow5YQ1rw/big_620f3f3a-9bfd-4077-bda4-d9dc68a49135-1274892295.png', 'medium': 'https://images.propstack.de/photos/f6QuXaneHuw83c2ZcKcFkKDG/photo/Q55t15bXCe7DyBzrow5YQ1rw/medium_620f3f3a-9bfd-4077-bda4-d9dc68a49135-1274892295.png', 'thumb': 'https://images.propstack.de/photos/f6QuXaneHuw83c2ZcKcFkKDG/photo/Q55t15bXCe7DyBzrow5YQ1rw/thumb_620f3f3a-9bfd-4077-bda4-d9dc68a49135-1274892295.png', 'tags': None, 'is_floorplan': False, 'is_private': False}, {'original': 'https://images.propstack.de/photos/f6QuXaneHuw83c2ZcKcFkKDG/photo/6t5axxoRTYCBuABHEfjBngDQ/f704f0b0-d54a-4c1d-b876-e9ccd1dcbd85-1274892297.png', 'big': 'https://images.propstack.de/photos/f6QuXaneHuw83c2ZcKcFkKDG/photo/6t5axxoRTYCBuABHEfjBngDQ/big_f704f0b0-d54a-4c1d-b876-e9ccd1dcbd85-1274892297.png', 'medium': 'https://images.propstack.de/photos/f6QuXaneHuw83c2ZcKcFkKDG/photo/6t5axxoRTYCBuABHEfjBngDQ/medium_f704f0b0-d54a-4c1d-b876-e9ccd1dcbd85-1274892297.png', 'thumb': 'https://images.propstack.de/photos/f6QuXaneHuw83c2ZcKcFkKDG/photo/6t5axxoRTYCBuABHEfjBngDQ/thumb_f704f0b0-d54a-4c1d-b876-e9ccd1dcbd85-1274892297.png', 'tags': None, 'is_floorplan': True, 'is_private': False}]","{'id': 7490, 'name': 'Vermarktung abgebrochen', 'color': '#1d2c9e'}",,True
19,237085,Helmut Hübsch  - Berlin,,,,,Helmut Hübsch,,,,13467,Berlin,DEU,"Helmut Hübsch , 13467 Berlin, Deutschland","Helmut Hübsch , 13467 Berlin",,,5.0,,0.0,180.0,,,180.0,[],"{'id': 5978, 'name': 'Akquise', 'color': '#ed2b31'}",,False
0,203477,Rostocker Straße 39 - Berlin,,,,,Rostocker Straße,39,Moabit,Berlin,10553,Berlin,DEU,"Rostocker Straße 39, 10553 Berlin, Deutschland","Rostocker Straße 39, 10553 Berlin",52.5300447,13.3264648,1.0,,0.0,31.0,,1.0,31.0,[],"{'id': 5978, 'name': 'Akquise', 'color': '#ed2b31'}",,True
1,219225,Bürgerheimstraße 19 - Berlin,,,,,Bürgerheimstraße,19,Lichtenberg,Berlin,10365,Berlin,DEU,"Bürgerheimstraße 19, 10365 Berlin, Deutschland","Bürgerheimstraße 19, 10365 Berlin",52.5139487,13.4913656,3.0,,0.0,70.0,,1.0,70.0,[],"{'id': 5978, 'name': 'Akquise', 'color': '#ed2b31'}",,False
2,203174,Sedanstraße 16 - Berlin,,,,,Sedanstraße,16,Steglitz,,12167,Berlin,DEU,"Sedanstraße 16, 12167 Berlin, Deutschland","Sedanstraße 16, 12167 Berlin",52.44771000000001,13.33184,3.0,,1400.0,122.0,,2.0,122.0,[],"{'id': 5978, 'name': 'Akquise', 'color': '#ed2b31'}",,True
3,204976,Lessingstraße 34 - Berlin,,,,,Lessingstraße,34,Hellersdorf,,12623,Berlin,DEU,"Lessingstraße 34, 12623 Berlin, Deutschland","Lessingstraße 34, 12623 Berlin",52.4822092,13.593994,7.0,,0.0,195.0,,2.0,195.0,[],"{'id': 5978, 'name': 'Akquise', 'color': '#ed2b31'}",,False
4,205954,Triftstraße 76 - Berlin,,,,,Triftstraße,76,Blankenburg,Berlin,13129,Berlin,DEU,"Triftstraße 76, 13129 Berlin, Deutschland","Triftstraße 76, 13129 Berlin",52.6013118,13.4565101,,,0.0,0.0,,,0.0,[],"{'id': 5978, 'name': 'Akquise', 'color': '#ed2b31'}",,False
5,204850,Fachinger Straße 23 - Berlin,,,,,Fachinger Straße,23,Staaken,,13591,Berlin,DEU,"Fachinger Straße 23, 13591 Berlin, Deutschland","Fachinger Straße 23, 13591 Berlin",52.5432012,13.1300414,,,0.0,0.0,,,0.0,[],"{'id': 5978, 'name': 'Akquise', 'color': '#ed2b31'}",,False
6,214362,Paul-Grasse-Straße  - Berlin,,,,,Paul-Grasse-Straße,,Prenzlauer Berg,,10409,Berlin,DEU,"Paul-Grasse-Straße , 10409 Berlin, Deutschland","Paul-Grasse-Straße , 10409 Berlin",52.5493918,13.4378099,,,0.0,0.0,,,0.0,[],"{'id': 5978, 'name': 'Akquise', 'color': '#ed2b31'}",,False
7,204945,Agavensteig 56 - Berlin,,,,,Agavensteig,56,Baumschulenweg,,12437,Berlin,DEU,"Agavensteig 56, 12437 Berlin, Deutschland","Agavensteig 56, 12437 Berlin",52.4473443,13.4818522,,,0.0,0.0,,,0.0,[],"{'id': 5978, 'name': 'Akquise', 'color': '#ed2b31'}",,False
8,215043,Alt-Stralau 32D - Berlin,,,,,Alt-Stralau,32D,Friedrichshain,Berlin,10245,Berlin,DEU,"Alt-Stralau 32D, 10245 Berlin, Deutschland","Alt-Stralau 32D, 10245 Berlin",52.4944984,13.4698223,3.0,,0.0,104.0,,1.0,104.0,[],"{'id': 5978, 'name': 'Akquise', 'color': '#ed2b31'}",,False
9,225280,Am Falkenberg 4 - Berlin,,,,,Am Falkenberg,4,Grünau,Berlin,12524,Berlin,DEU,"Am Falkenberg 4, 12524 Berlin, Deutschland","Am Falkenberg 4, 12524 Berlin",52.41106999999999,13.57035,3.0,,0.0,120.0,,2.0,120.0,[],"{'id': 5978, 'name': 'Akquise', 'color': '#ed2b31'}",,False
10,206052,Akkordeonweg 19 - Berlin,,,,,Akkordeonweg,19,Französisch Buchholz,Berlin,13127,Berlin,DEU,"Akkordeonweg 19, 13127 Berlin, Deutschland","Akkordeonweg 19, 13127 Berlin",52.5908329,13.4243317,7.0,,0.0,218.0,,3.0,218.0,[],"{'id': 5978, 'name': 'Akquise', 'color': '#ed2b31'}",,False
